latitude,longitude,depth,mag,gap,dmin,rms,horizontalError,depthError,magError,meter
0.4282,123.9121,202.77,4.4,64,1.852,0.91,9.1,6.5,0.112,23
0.0782,126.1915,30.41,4.7,57,1.362,0.53,7.1,6.1,0.085,42
2.1061,128.0736,222.99,4.4,173,6.154,0.44,12.2,11.8,0.179,9
-7.5557,106.9498,74.88,5,64,0.982,1.32,6.9,5.3,0.071,63
-8.4287,113.1306,140.72,5.2,49,1.011,1.2,6.6,4.8,0.056,106
-9.7091,107.1985,40.53,4.6,102,3.739,0.76,9.9,9.3,0.128,18
-9.5538,109.9366,51.56,4.4,159,1.73,0.8,10.5,7.4,0.202,7
-6.705,117.3939,559.6,4,103,3.661,0.75,12.3,9.9,0.196,7
2.2854,126.4948,54.03,4.4,95,1.737,0.47,8.2,6.4,0.143,14
1.0368,123.8324,232.37,4.8,93,2.321,0.97,8.9,7.8,0.086,42
-1.4386,126.5789,22.79,4.1,113,2.332,0.66,8.2,2.2,0.145,13
1.7616,126.0825,57.68,4.3,117,1.617,1.42,12.1,8.9,0.142,14
6.7542,127.0796,74.34,4.2,127,1.522,0.71,11.2,9.5,0.159,11
0.2861,121.9483,195.54,4.6,136,1.425,0.7,6.6,9.8,0.112,24
0.0212,123.6233,100.42,4,93,1.356,0.34,9.6,12.1,0.173,9
5.7475,124.7237,53.85,4.8,73,1.564,0.68,6.7,7.3,0.051,118
-9.0096,106.0735,37.1,4.2,76,4.534,0.69,9.5,4.5,0.167,10
-6.5515,128.1051,318.03,4.4,85,3.472,0.5,6.8,7.5,0.107,25
1.3649,97.1491,25.5,4.2,214,0.43,0.88,10.5,8.7,0.166,10
2.2514,126.9574,47.42,4.3,113,1.525,0.68,9.9,7.9,0.107,25
-11.1391,116.2387,32.76,4.3,121,3.355,1.25,7.7,6.1,0.154,12
-2.8106,102.2034,164.67,4.3,102,1.713,0.64,5.8,7.7,0.101,28
-8.4613,121.6951,181.63,4.5,76,0.563,1.25,8,5.9,0.131,17
-8.1306,119.6653,168.28,5.1,50,2.594,1.19,7.1,4.4,0.06,88
